"al_albumid","al_albumname","al_artistid","al_releasedate"
706,"albumName706",4039,"1972-06-08"
707,"albumName707",1055,"1999-01-18"
708,"albumName708",1361,"1986-08-06"
709,"albumName709",3184,"2014-06-12"
710,"albumName710",1387,"2064-02-08"
711,"albumName711",2759,"2064-08-21"
712,"albumName712",1016,"2001-04-23"
713,"albumName713",4781,"1980-07-14"
714,"albumName714",122,"1985-09-21"
715,"albumName715",4862,"1979-08-17"
716,"albumName716",333,"1983-03-08"
717,"albumName717",277,"2062-10-28"
718,"albumName718",822,"1980-02-18"
719,"albumName719",3737,"2061-10-04"
720,"albumName720",1715,"2023-03-21"
721,"albumName721",3384,"1989-12-03"
722,"albumName722",4596,"2001-06-06"
723,"albumName723",3334,"2051-01-22"
724,"albumName724",3649,"2009-01-26"
725,"albumName725",2542,"1999-12-22"
726,"albumName726",2807,"1990-08-12"
727,"albumName727",3708,"2005-03-10"
728,"albumName728",4196,"2005-07-21"
729,"albumName729",1300,"2017-07-02"
730,"albumName730",2366,"2051-07-16"
731,"albumName731",3519,"2054-10-02"
732,"albumName732",3341,"2025-07-06"
733,"albumName733",3132,"2005-08-09"
734,"albumName734",3404,"2061-05-10"
735,"albumName735",1373,"1990-12-25"
736,"albumName736",3486,"2003-03-16"
737,"albumName737",2922,"2062-10-11"
738,"albumName738",832,"1980-11-14"
739,"albumName739",2725,"1986-03-02"
740,"albumName740",2474,"2025-08-06"
741,"albumName741",2789,"1985-10-26"
742,"albumName742",4377,"2017-09-16"
743,"albumName743",1346,"2051-07-04"
744,"albumName744",3029,"1972-01-22"
745,"albumName745",386,"1976-11-18"
746,"albumName746",1679,"1980-03-03"
747,"albumName747",455,"2051-09-24"
748,"albumName748",3370,"1981-08-11"
749,"albumName749",4217,"1984-06-04"
750,"albumName750",3489,"1971-09-22"
751,"albumName751",2353,"1971-12-19"
752,"albumName752",4480,"2004-07-15"
753,"albumName753",4289,"1972-02-15"
754,"albumName754",1284,"1999-01-24"
755,"albumName755",2643,"2053-01-11"
756,"albumName756",324,"2007-12-09"
757,"albumName757",3290,"1983-05-02"
758,"albumName758",1207,"1974-08-27"
759,"albumName759",524,"1973-05-19"
760,"albumName760",184,"2054-03-23"
761,"albumName761",170,"2005-03-04"
762,"albumName762",3872,"2023-07-13"
763,"albumName763",853,"2021-07-07"
764,"albumName764",925,"2014-11-01"
765,"albumName765",2024,"2001-12-24"
766,"albumName766",838,"1986-10-18"
767,"albumName767",3852,"2054-01-24"
768,"albumName768",1775,"2015-12-27"
769,"albumName769",2382,"2053-03-27"
770,"albumName770",2786,"2066-02-01"
771,"albumName771",1889,"2022-02-14"
772,"albumName772",3327,"2052-11-25"
773,"albumName773",2670,"1979-02-02"
774,"albumName774",3366,"2005-01-21"
775,"albumName775",4488,"2011-04-05"
776,"albumName776",1377,"2052-06-26"
777,"albumName777",4356,"1991-11-24"
778,"albumName778",1015,"2064-03-19"
779,"albumName779",1448,"2060-12-14"
780,"albumName780",3339,"1989-12-27"
781,"albumName781",1661,"2063-06-06"
782,"albumName782",4315,"1983-03-21"
783,"albumName783",97,"2060-08-17"
784,"albumName784",2901,"1976-03-05"
785,"albumName785",4879,"1982-09-04"
786,"albumName786",1467,"2016-02-27"
787,"albumName787",3703,"1986-12-17"
788,"albumName788",4033,"2059-04-19"
789,"albumName789",2105,"1995-06-12"
790,"albumName790",3745,"2052-08-21"
791,"albumName791",3213,"1981-11-12"
792,"albumName792",2509,"2066-04-15"
793,"albumName793",2318,"2066-06-04"
794,"albumName794",3972,"2019-03-28"
795,"albumName795",1510,"2017-07-14"
796,"albumName796",2624,"1994-01-16"
797,"albumName797",3565,"1975-07-12"
798,"albumName798",1696,"1976-09-16"
799,"albumName799",2203,"2018-10-09"
800,"albumName800",2155,"1990-02-10"
801,"albumName801",2554,"1990-05-02"
802,"albumName802",2936,"1992-05-08"
803,"albumName803",3695,"1983-04-27"
804,"albumName804",2268,"1990-05-21"
805,"albumName805",915,"1987-04-28"
806,"albumName806",3213,"1997-03-16"
807,"albumName807",4874,"1974-05-12"
808,"albumName808",271,"2015-04-25"
809,"albumName809",172,"1984-05-26"
810,"albumName810",11,"1991-01-28"
811,"albumName811",3975,"1995-04-07"
812,"albumName812",1427,"2006-08-07"
813,"albumName813",1178,"1977-12-16"
814,"albumName814",3769,"1986-08-09"
815,"albumName815",3387,"2000-04-18"
816,"albumName816",821,"1988-08-07"
817,"albumName817",1163,"2010-03-28"
818,"albumName818",1937,"2006-05-13"
819,"albumName819",2835,"1996-09-27"
820,"albumName820",1764,"2051-09-27"
821,"albumName821",3994,"1987-08-20"
822,"albumName822",3594,"1971-09-02"
823,"albumName823",1197,"1999-03-10"
824,"albumName824",4734,"2009-06-11"
825,"albumName825",1791,"2007-02-12"
826,"albumName826",3484,"1989-04-12"
827,"albumName827",1447,"2007-10-27"
828,"albumName828",4575,"2064-10-26"
829,"albumName829",3461,"1993-09-15"
830,"albumName830",2464,"1982-02-21"
831,"albumName831",4653,"2054-09-14"
832,"albumName832",3064,"2057-10-25"
833,"albumName833",463,"2069-09-12"
834,"albumName834",954,"1977-08-09"
835,"albumName835",1325,"1998-04-27"
836,"albumName836",192,"1991-03-22"
837,"albumName837",3006,"2017-10-20"
838,"albumName838",1231,"2010-11-27"
839,"albumName839",1860,"2013-01-22"
840,"albumName840",2096,"2013-09-21"
841,"albumName841",3446,"1995-08-21"
842,"albumName842",4681,"1978-09-05"
843,"albumName843",157,"1981-11-28"
844,"albumName844",2590,"2014-10-25"
845,"albumName845",1756,"2024-05-27"
846,"albumName846",819,"1988-05-25"
847,"albumName847",704,"2012-11-21"
848,"albumName848",3723,"2053-12-09"
849,"albumName849",4024,"2009-11-28"
850,"albumName850",3092,"2059-08-11"
851,"albumName851",1393,"2001-06-10"
852,"albumName852",1702,"2056-01-20"
853,"albumName853",1569,"1973-06-26"
854,"albumName854",4881,"2060-11-27"
855,"albumName855",1003,"1995-04-15"
856,"albumName856",4476,"2003-11-20"
857,"albumName857",4052,"2013-11-20"
858,"albumName858",3477,"2052-05-20"
859,"albumName859",4203,"2014-03-23"
860,"albumName860",723,"1993-05-25"
861,"albumName861",4441,"2065-05-24"
862,"albumName862",2331,"1986-02-21"
863,"albumName863",2359,"2015-12-04"
864,"albumName864",901,"2052-04-16"
865,"albumName865",1122,"2024-01-10"
866,"albumName866",699,"1999-08-17"
867,"albumName867",258,"2019-09-02"
868,"albumName868",4227,"2006-04-28"
869,"albumName869",720,"2007-05-07"
870,"albumName870",769,"1991-07-02"
871,"albumName871",3582,"2010-08-21"
872,"albumName872",437,"2053-01-01"
873,"albumName873",2197,"1976-01-27"
874,"albumName874",478,"2057-05-15"
875,"albumName875",1766,"1981-11-02"
876,"albumName876",3913,"2012-09-03"
877,"albumName877",3117,"2016-09-25"
878,"albumName878",2414,"2069-07-19"
879,"albumName879",2742,"2059-03-19"
880,"albumName880",3309,"1971-04-25"
881,"albumName881",3805,"1986-04-26"
882,"albumName882",3619,"1971-07-09"
883,"albumName883",2401,"1987-03-17"
884,"albumName884",4724,"1997-03-14"
885,"albumName885",899,"1979-10-24"
886,"albumName886",2345,"2004-07-09"
887,"albumName887",463,"2024-08-03"
888,"albumName888",2223,"2051-10-27"
889,"albumName889",4826,"1986-09-20"
890,"albumName890",2610,"1989-12-12"
891,"albumName891",4175,"2010-02-27"
892,"albumName892",839,"1971-06-21"
893,"albumName893",3965,"1985-08-21"
894,"albumName894",2545,"1978-11-14"
895,"albumName895",3625,"2014-12-18"
896,"albumName896",3247,"2019-12-08"
897,"albumName897",2285,"1973-12-06"
898,"albumName898",3791,"1997-08-17"
899,"albumName899",2317,"2063-12-12"
900,"albumName900",4053,"2005-06-28"
901,"albumName901",2607,"1984-04-04"
902,"albumName902",599,"2053-05-01"
903,"albumName903",3211,"2000-02-27"
904,"albumName904",532,"2009-05-23"
905,"albumName905",1007,"1990-10-09"
906,"albumName906",3231,"2054-08-01"
907,"albumName907",2512,"2006-09-27"
908,"albumName908",1652,"1970-03-18"
909,"albumName909",3985,"2054-04-12"
910,"albumName910",3323,"2015-09-28"
911,"albumName911",706,"1987-06-23"
912,"albumName912",1122,"1977-03-22"
913,"albumName913",771,"2009-09-15"
914,"albumName914",3387,"2001-06-07"
915,"albumName915",939,"1975-03-02"
916,"albumName916",3517,"2057-07-22"
917,"albumName917",4319,"2068-04-09"
918,"albumName918",1665,"2059-11-16"
919,"albumName919",2030,"1971-11-08"
920,"albumName920",2678,"2021-09-22"
921,"albumName921",2043,"2063-01-27"
922,"albumName922",4248,"2053-04-21"
923,"albumName923",2195,"1986-09-02"
924,"albumName924",160,"1997-02-26"
925,"albumName925",3715,"2062-10-28"
926,"albumName926",3554,"1989-08-06"
927,"albumName927",4744,"2019-04-01"
928,"albumName928",4878,"2000-04-12"
929,"albumName929",2565,"2058-11-21"
930,"albumName930",4732,"2011-09-14"
931,"albumName931",947,"1999-06-21"
932,"albumName932",3764,"2002-09-18"
933,"albumName933",1602,"2019-05-11"
934,"albumName934",4379,"1976-02-06"
935,"albumName935",957,"1991-11-02"
936,"albumName936",312,"1983-01-08"
937,"albumName937",2569,"2069-04-25"
938,"albumName938",3840,"1981-07-23"
939,"albumName939",2517,"1990-05-28"
940,"albumName940",4452,"2024-09-19"
941,"albumName941",1342,"2020-08-05"
942,"albumName942",4542,"2017-12-25"
943,"albumName943",508,"1997-02-03"
944,"albumName944",2281,"2022-10-06"
945,"albumName945",559,"2055-01-06"
946,"albumName946",764,"1970-04-20"
947,"albumName947",152,"2052-03-28"
948,"albumName948",2545,"1978-12-28"
949,"albumName949",3416,"1973-08-12"
950,"albumName950",2800,"2065-12-27"
951,"albumName951",4689,"2011-05-01"
952,"albumName952",452,"2023-02-18"
953,"albumName953",2950,"2053-10-27"
954,"albumName954",785,"1985-06-12"
955,"albumName955",4060,"2020-10-21"
956,"albumName956",837,"1979-08-09"
957,"albumName957",2344,"2017-05-26"
958,"albumName958",2405,"2016-02-26"
959,"albumName959",3778,"2010-07-19"
960,"albumName960",1818,"1992-06-25"
961,"albumName961",3721,"2063-07-05"
962,"albumName962",702,"1987-11-25"
963,"albumName963",3701,"1991-10-24"
964,"albumName964",1444,"2014-02-08"
965,"albumName965",3069,"2005-08-12"
966,"albumName966",3552,"2024-04-28"
967,"albumName967",2449,"2007-02-17"
968,"albumName968",3937,"2019-03-12"
969,"albumName969",458,"2002-09-04"
970,"albumName970",3767,"1981-02-07"
971,"albumName971",2677,"2010-09-03"
972,"albumName972",1644,"2004-12-03"
973,"albumName973",4274,"1999-03-16"
974,"albumName974",3642,"2011-04-09"
975,"albumName975",519,"1987-11-15"
976,"albumName976",4907,"2023-02-03"
977,"albumName977",2678,"1972-03-20"
978,"albumName978",3491,"2022-12-11"
979,"albumName979",1472,"2015-07-02"
980,"albumName980",1483,"2013-12-27"
981,"albumName981",870,"1993-08-23"
982,"albumName982",986,"1978-07-23"
983,"albumName983",814,"1982-08-25"
984,"albumName984",2957,"2060-06-18"
985,"albumName985",3309,"1993-02-09"
986,"albumName986",4841,"1970-06-20"
987,"albumName987",274,"2013-02-18"
988,"albumName988",3307,"1999-02-25"
989,"albumName989",4675,"2069-10-22"
990,"albumName990",1950,"1993-05-08"
991,"albumName991",3795,"2058-03-13"
992,"albumName992",4068,"2006-02-11"
993,"albumName993",3684,"1983-01-09"
994,"albumName994",2586,"2068-12-15"
995,"albumName995",4693,"2011-04-13"
996,"albumName996",672,"1983-05-12"
997,"albumName997",1249,"2065-02-12"
998,"albumName998",166,"2013-10-02"
999,"albumName999",289,"1994-10-25"
1000,"albumName1000",1686,"1977-02-03"
1001,"albumName1001",1354,"2065-04-06"
1002,"albumName1002",1290,"2005-05-02"
1003,"albumName1003",622,"2005-02-13"
1004,"albumName1004",3194,"2007-07-13"
1005,"albumName1005",4529,"2053-11-06"
1006,"albumName1006",1822,"2017-05-20"
1007,"albumName1007",1410,"1974-07-23"
1008,"albumName1008",2530,"1989-05-06"
1009,"albumName1009",4300,"2066-03-26"
1010,"albumName1010",4532,"1993-07-01"
1011,"albumName1011",1386,"2018-11-22"
1012,"albumName1012",331,"1998-08-25"
1013,"albumName1013",3789,"2062-06-11"
1014,"albumName1014",4761,"1995-01-16"
1015,"albumName1015",3889,"2003-09-14"
1016,"albumName1016",2293,"1973-07-19"
1017,"albumName1017",887,"2012-11-22"
1018,"albumName1018",2637,"2069-10-16"
1019,"albumName1019",1228,"1986-02-28"
1020,"albumName1020",3911,"1977-09-23"
1021,"albumName1021",3288,"1987-09-22"
1022,"albumName1022",2430,"1992-11-12"
1023,"albumName1023",1430,"2058-01-22"
1024,"albumName1024",311,"2004-04-07"
1025,"albumName1025",2994,"2010-01-21"
1026,"albumName1026",4128,"2014-07-01"
1027,"albumName1027",1745,"2009-07-08"
1028,"albumName1028",1162,"1970-07-08"
1029,"albumName1029",2197,"2003-08-18"
1030,"albumName1030",1826,"2060-03-08"
1031,"albumName1031",1524,"2062-10-04"
1032,"albumName1032",1467,"1976-09-16"
1033,"albumName1033",2798,"2022-11-02"
1034,"albumName1034",1916,"2013-04-24"
1035,"albumName1035",4109,"1973-01-18"
1036,"albumName1036",3948,"1980-09-11"
1037,"albumName1037",2910,"2009-10-01"
1038,"albumName1038",3832,"2005-11-03"
1039,"albumName1039",2553,"1993-05-24"
1040,"albumName1040",2529,"2007-12-20"
1041,"albumName1041",340,"1977-07-28"
1042,"albumName1042",2072,"2002-10-24"
1043,"albumName1043",4303,"2069-04-17"
1044,"albumName1044",463,"2013-01-14"
1045,"albumName1045",1900,"2013-03-02"
1046,"albumName1046",1481,"2068-05-13"
1047,"albumName1047",3140,"2058-10-18"
1048,"albumName1048",1924,"2001-11-16"
1049,"albumName1049",24,"2021-05-26"
1050,"albumName1050",3030,"2068-11-11"
1051,"albumName1051",2728,"1993-09-03"
1052,"albumName1052",2305,"1987-03-10"
1053,"albumName1053",3054,"2017-03-25"
1054,"albumName1054",1449,"2062-03-22"
1055,"albumName1055",1319,"1993-10-05"
1056,"albumName1056",4349,"1992-07-11"
1057,"albumName1057",4077,"2015-08-02"
1058,"albumName1058",128,"2009-04-06"
1059,"albumName1059",386,"1973-09-16"
1060,"albumName1060",218,"2024-10-08"
1061,"albumName1061",1211,"2067-10-12"
1062,"albumName1062",2869,"2007-04-15"
1063,"albumName1063",598,"1985-09-20"
1064,"albumName1064",2563,"1970-04-26"
1065,"albumName1065",1904,"1974-01-16"
1066,"albumName1066",929,"2008-09-18"
1067,"albumName1067",1052,"2069-02-14"
1068,"albumName1068",595,"2059-03-01"
1069,"albumName1069",4467,"1996-03-17"
1070,"albumName1070",944,"2013-06-17"
1071,"albumName1071",2601,"1985-11-24"
1072,"albumName1072",2682,"2018-08-06"
1073,"albumName1073",2395,"1978-09-27"
1074,"albumName1074",1814,"2008-06-02"
1075,"albumName1075",1085,"2066-11-12"
1076,"albumName1076",1832,"2002-02-25"
1077,"albumName1077",1975,"1982-05-08"
1078,"albumName1078",292,"2059-08-01"
1079,"albumName1079",3553,"2017-12-26"
1080,"albumName1080",1336,"2022-08-28"
1081,"albumName1081",3668,"1970-03-06"
1082,"albumName1082",2520,"2021-01-10"
1083,"albumName1083",4685,"1980-10-08"
1084,"albumName1084",4751,"2002-08-12"
1085,"albumName1085",2311,"2009-03-26"
1086,"albumName1086",3415,"2009-03-11"
1087,"albumName1087",2657,"1993-02-14"
1088,"albumName1088",2138,"2015-10-23"
1089,"albumName1089",714,"2057-01-14"
1090,"albumName1090",1357,"1992-12-11"
1091,"albumName1091",3109,"1981-11-15"
1092,"albumName1092",189,"1998-11-12"
1093,"albumName1093",4894,"1992-02-20"
1094,"albumName1094",1090,"1986-04-03"
1095,"albumName1095",367,"2068-08-20"
1096,"albumName1096",3551,"1998-09-17"
1097,"albumName1097",1702,"1970-09-27"
1098,"albumName1098",64,"2015-03-26"
1099,"albumName1099",194,"2051-01-11"
1100,"albumName1100",3715,"2012-10-02"
1101,"albumName1101",2204,"2013-03-24"
1102,"albumName1102",481,"2013-11-16"
1103,"albumName1103",2340,"1971-10-26"
1104,"albumName1104",331,"1988-09-02"
1105,"albumName1105",746,"1991-09-01"
1106,"albumName1106",1322,"2068-02-09"
1107,"albumName1107",3744,"2051-04-05"
1108,"albumName1108",3920,"1970-06-15"
1109,"albumName1109",375,"2022-10-11"
1110,"albumName1110",4156,"1987-11-06"
1111,"albumName1111",2726,"1976-02-28"
1112,"albumName1112",3819,"2024-11-19"
1113,"albumName1113",4158,"1997-08-20"
1114,"albumName1114",3491,"2018-12-26"
1115,"albumName1115",4878,"1987-05-27"
1116,"albumName1116",4280,"2051-11-28"
1117,"albumName1117",390,"1995-09-11"
1118,"albumName1118",147,"2008-07-14"
1119,"albumName1119",1489,"1974-03-19"
1120,"albumName1120",315,"1988-02-16"
1121,"albumName1121",1247,"2068-01-21"
1122,"albumName1122",209,"1990-12-09"
1123,"albumName1123",3178,"2066-02-26"
1124,"albumName1124",1062,"2013-09-02"
1125,"albumName1125",3296,"2015-09-07"
1126,"albumName1126",941,"1976-01-04"
1127,"albumName1127",812,"1978-12-20"
1128,"albumName1128",3406,"2013-11-15"
1129,"albumName1129",995,"2006-08-14"
1130,"albumName1130",2607,"1998-04-11"
1131,"albumName1131",4230,"2064-10-06"
1132,"albumName1132",1119,"1982-04-21"
1133,"albumName1133",2166,"2069-11-15"
1134,"albumName1134",461,"2024-01-08"
1135,"albumName1135",1676,"2066-03-26"
1136,"albumName1136",2102,"1996-06-17"
1137,"albumName1137",4001,"1995-09-15"
1138,"albumName1138",880,"2023-07-21"
1139,"albumName1139",3810,"1979-02-16"
1140,"albumName1140",1151,"2022-03-28"
1141,"albumName1141",2838,"1974-12-08"
1142,"albumName1142",2196,"2053-12-28"
1143,"albumName1143",2802,"1990-11-01"
1144,"albumName1144",1006,"2018-09-15"
1145,"albumName1145",3385,"2016-08-21"
1146,"albumName1146",4844,"2057-12-25"
1147,"albumName1147",2564,"2024-09-01"
1148,"albumName1148",682,"2013-01-05"
1149,"albumName1149",1640,"2053-08-25"
1150,"albumName1150",610,"2057-06-06"
1151,"albumName1151",4312,"1988-03-12"
1152,"albumName1152",4812,"1993-06-20"
1153,"albumName1153",470,"1996-03-08"
1154,"albumName1154",2487,"1999-06-28"
1155,"albumName1155",4435,"2060-09-01"
1156,"albumName1156",1399,"2068-05-18"
1157,"albumName1157",1757,"1972-09-18"
1158,"albumName1158",236,"2019-10-27"
1159,"albumName1159",4063,"2000-05-25"
1160,"albumName1160",1506,"2061-03-10"
1161,"albumName1161",3211,"1998-02-15"
1162,"albumName1162",2684,"1994-01-09"
1163,"albumName1163",220,"1986-11-04"
1164,"albumName1164",3461,"1995-10-08"
1165,"albumName1165",3672,"2062-08-20"
1166,"albumName1166",4400,"2068-04-06"
1167,"albumName1167",2179,"2065-07-08"
1168,"albumName1168",1225,"1980-11-21"
1169,"albumName1169",2268,"2007-06-02"
1170,"albumName1170",4750,"2020-08-10"
1171,"albumName1171",3662,"2000-05-04"
1172,"albumName1172",3812,"2017-03-16"
1173,"albumName1173",4178,"2001-06-09"
1174,"albumName1174",1235,"1978-02-20"
1175,"albumName1175",2493,"2060-04-20"
1176,"albumName1176",1166,"2022-02-03"
1177,"albumName1177",3403,"1974-11-08"
1178,"albumName1178",553,"2002-01-08"
1179,"albumName1179",336,"1976-05-10"
1180,"albumName1180",3355,"2052-04-08"
1181,"albumName1181",4386,"2014-06-08"
1182,"albumName1182",538,"2000-01-18"
1183,"albumName1183",1584,"2000-04-08"
1184,"albumName1184",2155,"2057-05-06"
1185,"albumName1185",2603,"2057-11-28"
1186,"albumName1186",1423,"2060-05-27"
1187,"albumName1187",4436,"1985-02-13"
