"a_artistid","a_artistname","a_country","a_genre","a_userid"
676,"artistName676","USA","Metal",1374
677,"artistName677","RUSSIA","Electronic",1375
678,"artistName678","GERMANY","Metal",1376
679,"artistName679","USA","Blues",1381
680,"artistName680","AUSTRALIA","Reggae",1382
681,"artistName681","USA","Rock",1384
682,"artistName682","AUSTRALIA","Country",1386
683,"artistName683","CHINA","Pop",1387
684,"artistName684","MEXICO","Hip Hop",1388
685,"artistName685","GERMANY","Hip Hop",1389
686,"artistName686","GERMANY","Blues",1390
687,"artistName687","CHINA","Rock",1394
688,"artistName688","AUSTRALIA","Country",1397
689,"artistName689","MEXICO","Jazz",1401
690,"artistName690","CANADA","Blues",1402
691,"artistName691","CANADA","Classical",1403
692,"artistName692","AUSTRALIA","Rock",1404
693,"artistName693","RUSSIA","Rock",1406
694,"artistName694","MEXICO","Hip Hop",1409
695,"artistName695","MEXICO","Hip Hop",1410
696,"artistName696","RUSSIA","Jazz",1412
697,"artistName697","USA","Hip Hop",1414
698,"artistName698","CHINA","Country",1416
699,"artistName699","CHINA","Jazz",1418
700,"artistName700","MEXICO","Pop",1420
701,"artistName701","CANADA","Hip Hop",1422
702,"artistName702","AUSTRALIA","Classical",1423
703,"artistName703","GERMANY","Classical",1426
704,"artistName704","MEXICO","Rock",1427
705,"artistName705","RUSSIA","Electronic",1428
706,"artistName706","CHINA","Reggae",1431
707,"artistName707","CHINA","Jazz",1432
708,"artistName708","USA","Rock",1433
709,"artistName709","MEXICO","Electronic",1434
710,"artistName710","AUSTRALIA","Hip Hop",1435
711,"artistName711","RUSSIA","Rock",1437
712,"artistName712","USA","Metal",1443
713,"artistName713","USA","Jazz",1444
714,"artistName714","CANADA","Reggae",1446
715,"artistName715","AUSTRALIA","Hip Hop",1448
716,"artistName716","RUSSIA","Blues",1449
717,"artistName717","AUSTRALIA","Country",1450
718,"artistName718","RUSSIA","Rock",1451
719,"artistName719","GERMANY","Pop",1454
720,"artistName720","AUSTRALIA","Reggae",1455
721,"artistName721","CANADA","Classical",1456
722,"artistName722","USA","Country",1457
723,"artistName723","CHINA","Jazz",1459
724,"artistName724","GERMANY","Reggae",1460
725,"artistName725","CANADA","Jazz",1461
726,"artistName726","CANADA","Jazz",1462
727,"artistName727","GERMANY","Country",1463
728,"artistName728","CANADA","Hip Hop",1464
729,"artistName729","CHINA","Classical",1465
730,"artistName730","AUSTRALIA","Hip Hop",1466
731,"artistName731","CHINA","Pop",1469
732,"artistName732","AUSTRALIA","Hip Hop",1470
733,"artistName733","RUSSIA","Rock",1472
734,"artistName734","USA","Reggae",1473
735,"artistName735","GERMANY","Metal",1475
736,"artistName736","CANADA","Metal",1478
737,"artistName737","CHINA","Jazz",1480
738,"artistName738","CANADA","Jazz",1481
739,"artistName739","MEXICO","Jazz",1482
740,"artistName740","USA","Blues",1486
741,"artistName741","USA","Metal",1489
742,"artistName742","MEXICO","Country",1490
743,"artistName743","GERMANY","Blues",1492
744,"artistName744","RUSSIA","Reggae",1493
745,"artistName745","CHINA","Classical",1497
746,"artistName746","GERMANY","Electronic",1499
747,"artistName747","GERMANY","Pop",1500
748,"artistName748","GERMANY","Hip Hop",1501
749,"artistName749","GERMANY","Classical",1504
750,"artistName750","USA","Electronic",1507
751,"artistName751","RUSSIA","Hip Hop",1508
752,"artistName752","GERMANY","Reggae",1509
753,"artistName753","USA","Electronic",1510
754,"artistName754","RUSSIA","Country",1515
755,"artistName755","GERMANY","Metal",1516
756,"artistName756","CHINA","Classical",1517
757,"artistName757","AUSTRALIA","Jazz",1518
758,"artistName758","GERMANY","Electronic",1519
759,"artistName759","RUSSIA","Reggae",1520
760,"artistName760","CANADA","Hip Hop",1521
761,"artistName761","RUSSIA","Electronic",1522
762,"artistName762","MEXICO","Electronic",1524
763,"artistName763","GERMANY","Rock",1525
764,"artistName764","USA","Classical",1526
765,"artistName765","CANADA","Jazz",1528
766,"artistName766","USA","Metal",1530
767,"artistName767","AUSTRALIA","Hip Hop",1531
768,"artistName768","AUSTRALIA","Classical",1532
769,"artistName769","CHINA","Country",1535
770,"artistName770","CANADA","Jazz",1536
771,"artistName771","AUSTRALIA","Reggae",1537
772,"artistName772","MEXICO","Blues",1538
773,"artistName773","MEXICO","Pop",1542
774,"artistName774","RUSSIA","Hip Hop",1546
775,"artistName775","USA","Hip Hop",1547
776,"artistName776","CHINA","Classical",1552
777,"artistName777","USA","Country",1553
778,"artistName778","RUSSIA","Pop",1556
779,"artistName779","AUSTRALIA","Classical",1557
780,"artistName780","RUSSIA","Reggae",1558
781,"artistName781","AUSTRALIA","Country",1560
782,"artistName782","RUSSIA","Rock",1561
783,"artistName783","MEXICO","Country",1564
784,"artistName784","CHINA","Blues",1567
785,"artistName785","MEXICO","Pop",1568
786,"artistName786","AUSTRALIA","Pop",1569
787,"artistName787","AUSTRALIA","Jazz",1570
788,"artistName788","CHINA","Classical",1571
789,"artistName789","USA","Electronic",1572
790,"artistName790","MEXICO","Classical",1573
791,"artistName791","RUSSIA","Country",1575
792,"artistName792","AUSTRALIA","Pop",1579
793,"artistName793","RUSSIA","Jazz",1581
794,"artistName794","CHINA","Rock",1582
795,"artistName795","AUSTRALIA","Pop",1585
796,"artistName796","RUSSIA","Jazz",1586
797,"artistName797","CHINA","Country",1589
798,"artistName798","RUSSIA","Pop",1592
799,"artistName799","CHINA","Metal",1596
800,"artistName800","MEXICO","Jazz",1597
801,"artistName801","MEXICO","Metal",1598
802,"artistName802","USA","Hip Hop",1601
803,"artistName803","RUSSIA","Electronic",1602
804,"artistName804","MEXICO","Classical",1603
805,"artistName805","AUSTRALIA","Classical",1604
806,"artistName806","CHINA","Hip Hop",1608
807,"artistName807","RUSSIA","Pop",1610
808,"artistName808","CHINA","Rock",1611
809,"artistName809","RUSSIA","Jazz",1613
810,"artistName810","CHINA","Rock",1614
811,"artistName811","RUSSIA","Electronic",1615
812,"artistName812","AUSTRALIA","Blues",1616
813,"artistName813","MEXICO","Country",1617
814,"artistName814","MEXICO","Electronic",1619
815,"artistName815","CHINA","Metal",1622
816,"artistName816","CANADA","Classical",1623
817,"artistName817","USA","Blues",1624
818,"artistName818","CANADA","Country",1625
819,"artistName819","CANADA","Electronic",1626
820,"artistName820","CHINA","Country",1627
821,"artistName821","MEXICO","Metal",1629
822,"artistName822","AUSTRALIA","Electronic",1631
823,"artistName823","GERMANY","Classical",1632
824,"artistName824","GERMANY","Electronic",1633
825,"artistName825","RUSSIA","Country",1635
826,"artistName826","CHINA","Reggae",1637
827,"artistName827","MEXICO","Metal",1639
828,"artistName828","MEXICO","Hip Hop",1646
829,"artistName829","CANADA","Classical",1653
830,"artistName830","RUSSIA","Jazz",1654
831,"artistName831","CHINA","Reggae",1659
832,"artistName832","RUSSIA","Country",1660
833,"artistName833","MEXICO","Country",1662
834,"artistName834","MEXICO","Pop",1669
835,"artistName835","RUSSIA","Classical",1670
836,"artistName836","AUSTRALIA","Classical",1674
837,"artistName837","CANADA","Country",1675
838,"artistName838","CHINA","Reggae",1677
839,"artistName839","USA","Hip Hop",1678
840,"artistName840","RUSSIA","Pop",1682
841,"artistName841","CHINA","Reggae",1683
842,"artistName842","USA","Metal",1684
843,"artistName843","CANADA","Metal",1686
844,"artistName844","CHINA","Pop",1687
845,"artistName845","MEXICO","Rock",1693
846,"artistName846","CANADA","Hip Hop",1694
847,"artistName847","CHINA","Classical",1695
848,"artistName848","USA","Reggae",1701
849,"artistName849","MEXICO","Electronic",1702
850,"artistName850","CANADA","Country",1703
851,"artistName851","RUSSIA","Metal",1709
852,"artistName852","GERMANY","Jazz",1711
853,"artistName853","CANADA","Blues",1712
854,"artistName854","CANADA","Blues",1713
855,"artistName855","GERMANY","Reggae",1714
856,"artistName856","USA","Hip Hop",1715
857,"artistName857","AUSTRALIA","Electronic",1716
858,"artistName858","CANADA","Country",1717
859,"artistName859","CHINA","Reggae",1719
860,"artistName860","CHINA","Reggae",1724
861,"artistName861","GERMANY","Rock",1726
862,"artistName862","AUSTRALIA","Classical",1727
863,"artistName863","CHINA","Blues",1729
864,"artistName864","CHINA","Blues",1730
865,"artistName865","USA","Blues",1731
866,"artistName866","USA","Country",1733
867,"artistName867","MEXICO","Pop",1737
868,"artistName868","CANADA","Rock",1741
869,"artistName869","USA","Country",1744
870,"artistName870","CANADA","Jazz",1745
871,"artistName871","GERMANY","Rock",1746
872,"artistName872","GERMANY","Reggae",1747
873,"artistName873","USA","Hip Hop",1751
874,"artistName874","CANADA","Rock",1753
875,"artistName875","MEXICO","Rock",1758
876,"artistName876","MEXICO","Pop",1761
877,"artistName877","AUSTRALIA","Rock",1762
878,"artistName878","GERMANY","Rock",1765
879,"artistName879","RUSSIA","Jazz",1766
880,"artistName880","CANADA","Electronic",1768
881,"artistName881","CANADA","Blues",1770
882,"artistName882","AUSTRALIA","Hip Hop",1771
883,"artistName883","RUSSIA","Blues",1773
884,"artistName884","CHINA","Hip Hop",1775
885,"artistName885","AUSTRALIA","Electronic",1777
886,"artistName886","USA","Pop",1778
887,"artistName887","RUSSIA","Hip Hop",1779
888,"artistName888","MEXICO","Metal",1782
889,"artistName889","USA","Electronic",1786
890,"artistName890","AUSTRALIA","Blues",1787
891,"artistName891","CHINA","Metal",1789
892,"artistName892","AUSTRALIA","Rock",1791
893,"artistName893","AUSTRALIA","Blues",1793
894,"artistName894","AUSTRALIA","Jazz",1796
895,"artistName895","GERMANY","Classical",1799
896,"artistName896","USA","Reggae",1800
897,"artistName897","CHINA","Pop",1802
898,"artistName898","GERMANY","Reggae",1804
899,"artistName899","USA","Classical",1808
900,"artistName900","USA","Country",1809
901,"artistName901","CANADA","Jazz",1813
902,"artistName902","CANADA","Reggae",1815
903,"artistName903","USA","Blues",1816
904,"artistName904","CHINA","Hip Hop",1817
905,"artistName905","CANADA","Hip Hop",1818
906,"artistName906","AUSTRALIA","Hip Hop",1819
907,"artistName907","USA","Electronic",1820
908,"artistName908","GERMANY","Metal",1822
909,"artistName909","MEXICO","Reggae",1823
910,"artistName910","AUSTRALIA","Country",1825
911,"artistName911","CANADA","Metal",1828
912,"artistName912","AUSTRALIA","Electronic",1829
913,"artistName913","CANADA","Blues",1830
914,"artistName914","USA","Country",1835
915,"artistName915","CANADA","Electronic",1837
916,"artistName916","USA","Jazz",1838
917,"artistName917","CHINA","Rock",1839
918,"artistName918","RUSSIA","Rock",1841
919,"artistName919","RUSSIA","Metal",1844
920,"artistName920","MEXICO","Pop",1845
921,"artistName921","RUSSIA","Country",1849
922,"artistName922","CANADA","Rock",1850
923,"artistName923","CANADA","Jazz",1851
924,"artistName924","CHINA","Country",1855
925,"artistName925","CHINA","Hip Hop",1858
926,"artistName926","GERMANY","Country",1859
927,"artistName927","AUSTRALIA","Blues",1860
928,"artistName928","AUSTRALIA","Rock",1866
929,"artistName929","CANADA","Classical",1867
930,"artistName930","GERMANY","Rock",1868
931,"artistName931","RUSSIA","Blues",1870
932,"artistName932","CHINA","Rock",1871
933,"artistName933","GERMANY","Pop",1872
934,"artistName934","RUSSIA","Blues",1873
935,"artistName935","MEXICO","Blues",1878
936,"artistName936","CHINA","Rock",1879
937,"artistName937","CHINA","Pop",1881
938,"artistName938","USA","Electronic",1884
939,"artistName939","GERMANY","Jazz",1885
940,"artistName940","CHINA","Reggae",1886
941,"artistName941","RUSSIA","Jazz",1887
942,"artistName942","CHINA","Rock",1888
943,"artistName943","CANADA","Reggae",1889
944,"artistName944","USA","Metal",1890
945,"artistName945","CANADA","Classical",1893
946,"artistName946","AUSTRALIA","Hip Hop",1894
947,"artistName947","MEXICO","Country",1895
948,"artistName948","AUSTRALIA","Hip Hop",1897
949,"artistName949","RUSSIA","Reggae",1898
950,"artistName950","CHINA","Reggae",1899
951,"artistName951","CHINA","Jazz",1900
952,"artistName952","CHINA","Rock",1902
953,"artistName953","AUSTRALIA","Classical",1903
954,"artistName954","GERMANY","Hip Hop",1904
955,"artistName955","RUSSIA","Classical",1907
956,"artistName956","GERMANY","Metal",1908
957,"artistName957","CANADA","Country",1909
958,"artistName958","CANADA","Country",1910
959,"artistName959","RUSSIA","Pop",1911
960,"artistName960","RUSSIA","Metal",1916
961,"artistName961","RUSSIA","Rock",1917
962,"artistName962","GERMANY","Rock",1918
963,"artistName963","RUSSIA","Blues",1922
964,"artistName964","MEXICO","Electronic",1925
965,"artistName965","USA","Reggae",1928
966,"artistName966","CHINA","Rock",1929
967,"artistName967","MEXICO","Metal",1935
968,"artistName968","CANADA","Pop",1936
969,"artistName969","MEXICO","Blues",1937
970,"artistName970","CANADA","Classical",1938
971,"artistName971","GERMANY","Blues",1939
972,"artistName972","RUSSIA","Blues",1941
973,"artistName973","GERMANY","Metal",1942
974,"artistName974","USA","Hip Hop",1943
975,"artistName975","CHINA","Electronic",1948
976,"artistName976","AUSTRALIA","Jazz",1949
977,"artistName977","AUSTRALIA","Hip Hop",1950
978,"artistName978","GERMANY","Electronic",1951
979,"artistName979","CANADA","Rock",1952
980,"artistName980","RUSSIA","Pop",1953
981,"artistName981","MEXICO","Jazz",1955
982,"artistName982","AUSTRALIA","Electronic",1961
983,"artistName983","CHINA","Jazz",1962
984,"artistName984","MEXICO","Metal",1967
985,"artistName985","GERMANY","Reggae",1968
986,"artistName986","CANADA","Metal",1970
987,"artistName987","GERMANY","Country",1971
988,"artistName988","USA","Blues",1972
989,"artistName989","CHINA","Reggae",1973
990,"artistName990","GERMANY","Jazz",1975
991,"artistName991","AUSTRALIA","Hip Hop",1976
992,"artistName992","GERMANY","Jazz",1981
993,"artistName993","USA","Reggae",1982
994,"artistName994","CHINA","Hip Hop",1984
995,"artistName995","MEXICO","Electronic",1985
996,"artistName996","RUSSIA","Electronic",1986
997,"artistName997","MEXICO","Reggae",1991
998,"artistName998","MEXICO","Classical",1992
999,"artistName999","AUSTRALIA","Reggae",1993
1000,"artistName1000","AUSTRALIA","Hip Hop",1995
1001,"artistName1001","RUSSIA","Classical",2001
1002,"artistName1002","USA","Hip Hop",2003
1003,"artistName1003","USA","Jazz",2006
1004,"artistName1004","AUSTRALIA","Rock",2009
1005,"artistName1005","MEXICO","Country",2012
1006,"artistName1006","USA","Reggae",2019
1007,"artistName1007","CHINA","Hip Hop",2026
1008,"artistName1008","MEXICO","Metal",2029
1009,"artistName1009","RUSSIA","Country",2030
1010,"artistName1010","CANADA","Blues",2031
1011,"artistName1011","GERMANY","Pop",2033
1012,"artistName1012","CHINA","Hip Hop",2038
1013,"artistName1013","USA","Reggae",2039
1014,"artistName1014","AUSTRALIA","Electronic",2040
1015,"artistName1015","CHINA","Jazz",2041
1016,"artistName1016","MEXICO","Rock",2043
1017,"artistName1017","USA","Rock",2045
1018,"artistName1018","AUSTRALIA","Electronic",2046
1019,"artistName1019","AUSTRALIA","Classical",2048
1020,"artistName1020","CANADA","Reggae",2049
1021,"artistName1021","MEXICO","Hip Hop",2050
1022,"artistName1022","RUSSIA","Pop",2051
1023,"artistName1023","GERMANY","Reggae",2058
1024,"artistName1024","USA","Country",2059
1025,"artistName1025","GERMANY","Electronic",2060
1026,"artistName1026","GERMANY","Country",2064
1027,"artistName1027","RUSSIA","Blues",2065
1028,"artistName1028","CANADA","Reggae",2066
1029,"artistName1029","MEXICO","Hip Hop",2068
1030,"artistName1030","CANADA","Pop",2069
1031,"artistName1031","CHINA","Rock",2072
1032,"artistName1032","MEXICO","Rock",2073
1033,"artistName1033","RUSSIA","Rock",2074
1034,"artistName1034","MEXICO","Blues",2076
1035,"artistName1035","AUSTRALIA","Rock",2077
1036,"artistName1036","CANADA","Blues",2079
1037,"artistName1037","CANADA","Electronic",2081
1038,"artistName1038","GERMANY","Reggae",2085
1039,"artistName1039","RUSSIA","Classical",2088
